model,activation,dropout,epochs,batch_size,train_loss,train_acc,test_loss,test_acc,gap,fit_time_s
ReLU+Drop0.2,relu,0.2,80,1024,0.47341230511665344,0.8365499973297119,0.4572925865650177,0.8389000296592712,-0.002350032329559326,48.876906400000735
ReLU+Drop0.4,relu,0.4,80,1024,0.5343652367591858,0.815850019454956,0.47270259261131287,0.8327999711036682,-0.016949951648712158,49.00698150000244
ReLU+Drop0.5,relu,0.5,80,1024,0.5814990401268005,0.7994499802589417,0.4920388162136078,0.823199987411499,-0.023750007152557373,48.92762130000483
ReLU+Drop0.6,relu,0.6,80,1024,0.6359602808952332,0.777483344078064,0.5163277387619019,0.8127999901771545,-0.035316646099090576,49.02892769999744
ReLU+Drop0.7,relu,0.7,80,1024,0.7439784407615662,0.7340333461761475,0.5658920407295227,0.8040000200271606,-0.06996667385101318,49.38301059999503
ReLU+Drop0.8,relu,0.8,80,1024,0.9626364707946777,0.6273000240325928,0.714363157749176,0.7365999817848206,-0.10929995775222778,49.25122659999761
ReLU+Drop0.9,relu,0.9,80,1024,1.6199694871902466,0.3555999994277954,1.3505769968032837,0.6161999702453613,-0.2605999708175659,49.93144620000385
Sigmoid,sigmoid,0.0,80,2048,1.2567137479782104,0.6433666944503784,1.2570641040802002,0.640999972820282,0.0023667216300964355,44.58753080000315
ReLU,relu,0.0,80,2048,0.46657857298851013,0.8403000235557556,0.49701178073883057,0.8274999856948853,0.012800037860870361,44.6857611000014
ReLU+Dropout,relu,0.3,80,2048,0.599210798740387,0.7938833236694336,0.533395528793335,0.8136000037193298,-0.01971668004989624,49.62719980000111
GELU,gelu,0.0,80,2048,0.4729151427745819,0.8367999792098999,0.5048023462295532,0.8227999806404114,0.013999998569488525,47.09633889999532
Mish,mish,0.0,80,2048,0.4692297875881195,0.8392999768257141,0.5017910003662109,0.8230000138282776,0.016299962997436523,49.71309130000009
ReLU+Drop0.1,relu,0.1,80,2048,0.5114275217056274,0.824483335018158,0.499485582113266,0.8263000249862671,-0.0018166899681091309,49.48367850000068
ReLU+Drop0.2,relu,0.2,80,2048,0.5599752068519592,0.8082333207130432,0.5171619653701782,0.8210999965667725,-0.012866675853729248,49.58462270000018
ReLU+Drop0.4,relu,0.4,80,2048,0.6338224411010742,0.7800999879837036,0.5480432510375977,0.8090000152587891,-0.02890002727508545,49.692834699999366
ReLU+Drop0.5,relu,0.5,80,2048,0.6943696737289429,0.7573999762535095,0.5713352560997009,0.7986000180244446,-0.04120004177093506,50.08363719999761
ReLU+Drop0.6,relu,0.6,80,2048,0.763215184211731,0.7288333177566528,0.6035191416740417,0.7829999923706055,-0.05416667461395264,49.87499840000237
ReLU+Drop0.7,relu,0.7,80,2048,0.9050962328910828,0.6687166690826416,0.6785629987716675,0.7620000243186951,-0.09328335523605347,49.89626999999746
ReLU+Drop0.8,relu,0.8,80,2048,1.150538444519043,0.5637833476066589,0.8263035416603088,0.7245000004768372,-0.16071665287017822,50.02315929999895
Sigmoid,sigmoid,0.0,80,4096,1.8518420457839966,0.5818833112716675,1.8501249551773071,0.5781999826431274,0.003683328628540039,45.60388869999588
ReLU+Drop0.9,relu,0.9,80,2048,1.8607348203659058,0.2912999987602234,1.6524142026901245,0.5042999982833862,-0.21299999952316284,51.49672979999741
ReLU,relu,0.0,80,4096,0.5393540859222412,0.8203499913215637,0.5604594945907593,0.8082000017166138,0.012149989604949951,45.511640500000794
ReLU+Dropout,relu,0.3,80,4096,0.7030798196792603,0.7573166489601135,0.6183212995529175,0.7846999764442444,-0.02738332748413086,50.248677699994005
GELU,gelu,0.0,80,4096,0.5415065884590149,0.8193166851997375,0.5605329871177673,0.8051999807357788,0.01411670446395874,47.76762310000049
Mish,mish,0.0,80,4096,0.5411820411682129,0.817966639995575,0.5637742877006531,0.805899977684021,0.012066662311553955,50.11109619999479
ReLU+Drop0.1,relu,0.1,80,4096,0.6016396284103394,0.7963666915893555,0.5696954727172852,0.8091999888420105,-0.01283329725265503,50.60292240000126
ReLU+Drop0.2,relu,0.2,80,4096,0.6572669148445129,0.7750999927520752,0.5945923924446106,0.7990999817848206,-0.02399998903274536,50.341978800002835
ReLU+Drop0.4,relu,0.4,80,4096,0.7730146646499634,0.728600025177002,0.6507431268692017,0.7645000219345093,-0.035899996757507324,50.43213910000486
ReLU+Drop0.5,relu,0.5,80,4096,0.8376160264015198,0.7013166546821594,0.6839333176612854,0.7549999952316284,-0.053683340549468994,50.261795799997344
ReLU+Drop0.6,relu,0.6,80,4096,0.9360170960426331,0.6592166423797607,0.7205111384391785,0.7364000082015991,-0.07718336582183838,50.394428999999946
ReLU+Drop0.7,relu,0.7,80,4096,1.1088664531707764,0.5898833274841309,0.8209456205368042,0.7045000195503235,-0.11461669206619263,50.29403749999619
ReLU+Drop0.8,relu,0.8,80,4096,1.4310030937194824,0.4681999981403351,1.0410515069961548,0.6869999766349792,-0.21879997849464417,50.967239400000835
ReLU+Drop0.9,relu,0.9,80,4096,2.041166305541992,0.24873332679271698,1.9371273517608643,0.490200012922287,-0.24146668612957,51.05019589999574
Sigmoid,sigmoid,0.0,80,8192,2.0906803607940674,0.5349833369255066,2.089540481567383,0.5338000059127808,0.00118333101272583,45.867168999997375
ReLU,relu,0.0,80,8192,0.6420398950576782,0.7895833253860474,0.6613737344741821,0.7778000235557556,0.011783301830291748,45.55445139999938
ReLU+Dropout,relu,0.3,80,8192,0.8478751182556152,0.7030166387557983,0.7274291515350342,0.7448999881744385,-0.04188334941864014,50.29948829999921
GELU,gelu,0.0,80,8192,0.645944356918335,0.7913833260536194,0.6597893834114075,0.7813000082969666,0.010083317756652832,47.626313399996434
Mish,mish,0.0,80,8192,0.6469333171844482,0.7883666753768921,0.6617327928543091,0.7771999835968018,0.011166691780090332,49.803721600001154
ReLU+Drop0.1,relu,0.1,80,8192,0.726398766040802,0.7520333528518677,0.6841456294059753,0.7651000022888184,-0.013066649436950684,49.99899619999633
ReLU+Drop0.2,relu,0.2,80,8192,0.7680909037590027,0.7370166778564453,0.6889306902885437,0.7649000287055969,-0.02788335084915161,50.054650400001265
ReLU+Drop0.4,relu,0.4,80,8192,0.9179815649986267,0.672166645526886,0.754614531993866,0.7293999791145325,-0.057233333587646484,49.8372096000021
ReLU+Drop0.5,relu,0.5,80,8192,1.0217084884643555,0.633483350276947,0.8155837059020996,0.7110999822616577,-0.0776166319847107,50.16463639999711
ReLU+Drop0.6,relu,0.6,80,8192,1.1463239192962646,0.5890833139419556,0.862045407295227,0.7059999704360962,-0.11691665649414062,49.865004999999655
ReLU+Drop0.7,relu,0.7,80,8192,1.3363680839538574,0.511816680431366,0.9990296959877014,0.669700026512146,-0.15788334608078003,49.65200619999814
ReLU+Drop0.8,relu,0.8,80,8192,1.7855215072631836,0.3635333478450775,1.4674712419509888,0.6456999778747559,-0.28216663002967834,49.902254799999355
ReLU+Drop0.9,relu,0.9,80,8192,2.2455124855041504,0.15964999794960022,2.21437931060791,0.48240000009536743,-0.3227500021457672,49.56255129999772
Sigmoid,sigmoid,0.0,80,16384,2.211257219314575,0.4872500002384186,2.210599422454834,0.4828999936580658,0.004350006580352783,45.84495869999955
ReLU,relu,0.0,80,16384,0.7851565480232239,0.7419833540916443,0.8009197115898132,0.7282000184059143,0.01378333568572998,45.59694640000089
ReLU+Dropout,relu,0.3,80,16384,1.0349379777908325,0.6394333243370056,0.8793740272521973,0.6988000273704529,-0.059366703033447266,49.68971710000187
GELU,gelu,0.0,80,16384,0.8312419652938843,0.7230666875839233,0.8463616967201233,0.7098000049591064,0.013266682624816895,47.90175429999363
Mish,mish,0.0,80,16384,0.7928447723388672,0.7534833550453186,0.8060126900672913,0.7422999739646912,0.011183381080627441,49.7070515000014
ReLU+Drop0.1,relu,0.1,80,16384,0.8870828151702881,0.6919166445732117,0.8317968845367432,0.7067999839782715,-0.014883339405059814,49.635770299995784
ReLU+Drop0.2,relu,0.2,80,16384,0.9881978034973145,0.6559666395187378,0.8811125159263611,0.6837000250816345,-0.02773338556289673,50.18453540000337
ReLU+Drop0.4,relu,0.4,80,16384,1.1083720922470093,0.6123833060264587,0.9011823534965515,0.6978999972343445,-0.08551669120788574,50.00215130000288
ReLU+Drop0.5,relu,0.5,80,16384,1.2783256769180298,0.5486833453178406,1.0268797874450684,0.6654000282287598,-0.11671668291091919,49.13028209999902
ReLU+Drop0.6,relu,0.6,80,16384,1.3866578340530396,0.5039166808128357,1.0763168334960938,0.6668000221252441,-0.16288334131240845,45.43045770000026
ReLU+Drop0.7,relu,0.7,80,16384,1.6828635931015015,0.39934998750686646,1.3489996194839478,0.6223999857902527,-0.22304999828338623,45.4359106999982
ReLU+Drop0.8,relu,0.8,80,16384,2.0127720832824707,0.2694833278656006,1.777130126953125,0.5992000102996826,-0.32971668243408203,44.56826320000255
ReLU+Drop0.9,relu,0.9,80,16384,2.2728703022003174,0.1574999988079071,2.238187551498413,0.45350000262260437,-0.29600000381469727,44.165336600002775
ReLU,relu,0.0,90,32,0.07036023586988449,0.9803166389465332,0.49558505415916443,0.8751999735832214,0.10511666536331177,187.02110399999947
Sigmoid,sigmoid,0.0,90,32,0.3249446749687195,0.883316695690155,0.3858884871006012,0.8626000285148621,0.02071666717529297,194.23556280000048
ReLU+Dropout,relu,0.3,90,32,0.18818126618862152,0.9297000169754028,0.31524571776390076,0.892300009727478,0.037400007247924805,187.90215299999545
GELU,gelu,0.0,90,32,0.1237678974866867,0.9576333165168762,0.40258362889289856,0.8834999799728394,0.07413333654403687,186.5087560999964
ReLU+Drop0.1,relu,0.1,90,32,0.12499108165502548,0.9546999931335449,0.35048526525497437,0.8881999850273132,0.06650000810623169,187.34803600000305
Mish,mish,0.0,90,32,0.1414342224597931,0.9496833086013794,0.3716457486152649,0.8852999806404114,0.06438332796096802,196.71499939999921
ReLU+Drop0.2,relu,0.2,90,32,0.16166242957115173,0.939466655254364,0.32550233602523804,0.8931000232696533,0.04636663198471069,187.67118970000593
ReLU+Drop0.4,relu,0.4,90,32,0.22185181081295013,0.9187666773796082,0.31798267364501953,0.8916000127792358,0.027166664600372314,187.04512539999996
ReLU+Drop0.5,relu,0.5,90,32,0.26295793056488037,0.9037500023841858,0.3267286717891693,0.8855000138282776,0.018249988555908203,187.66200039999967
ReLU+Drop0.6,relu,0.6,90,32,0.31288379430770874,0.8880000114440918,0.33068159222602844,0.8865000009536743,0.0015000104904174805,187.56564929999877
ReLU+Drop0.7,relu,0.7,90,32,0.3778434097766876,0.8678666949272156,0.3522228002548218,0.8769000172615051,-0.00903332233428955,187.26516660000198
ReLU+Drop0.8,relu,0.8,90,32,0.5506470799446106,0.8085333108901978,0.4377705156803131,0.8485000133514404,-0.039966702461242676,188.35146520000126
Sigmoid,sigmoid,0.0,90,64,0.38181835412979126,0.8638166785240173,0.4250178337097168,0.8482000231742859,0.015616655349731445,119.0188588999954
ReLU,relu,0.0,90,64,0.16011673212051392,0.9445833563804626,0.3859572410583496,0.8755999803543091,0.06898337602615356,112.59418149999692
ReLU+Dropout,relu,0.3,90,64,0.236447274684906,0.9139500260353088,0.32176893949508667,0.8881000280380249,0.025849997997283936,116.7273509000006
GELU,gelu,0.0,90,64,0.20183727145195007,0.9272833466529846,0.354898601770401,0.8781999945640564,0.04908335208892822,116.12561760000244
Mish,mish,0.0,90,64,0.21321243047714233,0.9228833317756653,0.3573572337627411,0.8729000091552734,0.049983322620391846,128.80649480000284
ReLU+Drop0.9,relu,0.9,90,32,1.151513934135437,0.5271333456039429,0.9070910215377808,0.6349999904632568,-0.10786664485931396,193.22110430000612
ReLU+Drop0.1,relu,0.1,90,64,0.18504023551940918,0.9339166879653931,0.32962289452552795,0.8865000009536743,0.04741668701171875,118.10143750000134
ReLU+Drop0.2,relu,0.2,90,64,0.2096656709909439,0.9235000014305115,0.31286850571632385,0.8901000022888184,0.033399999141693115,117.7063335999992
ReLU+Drop0.4,relu,0.4,90,64,0.27073997259140015,0.9030500054359436,0.32288721203804016,0.8860999941825867,0.016950011253356934,118.28016139999818
ReLU+Drop0.5,relu,0.5,90,64,0.29864466190338135,0.8938000202178955,0.3306068480014801,0.8837000131607056,0.010100007057189941,117.61619659999997
ReLU+Drop0.6,relu,0.6,90,64,0.33775782585144043,0.880133330821991,0.34571459889411926,0.875,0.005133330821990967,117.58995100000175
ReLU+Drop0.7,relu,0.7,90,64,0.40258511900901794,0.8605166673660278,0.36287039518356323,0.8730999827384949,-0.012583315372467041,117.41388369999913
ReLU,relu,0.0,90,128,0.22802840173244476,0.9186333417892456,0.3642963469028473,0.8744000196456909,0.04423332214355469,74.86916909999854
Sigmoid,sigmoid,0.0,90,128,0.441619336605072,0.8433166742324829,0.47409629821777344,0.8309000134468079,0.012416660785675049,79.01019760000054
ReLU+Drop0.8,relu,0.8,90,64,0.5552394986152649,0.8056333065032959,0.4364333152770996,0.8529000282287598,-0.04726672172546387,119.2757425000018
ReLU+Dropout,relu,0.3,90,128,0.30183812975883484,0.8916000127792358,0.32972198724746704,0.8844000101089478,0.007200002670288086,78.7177257000003
ReLU+Drop0.9,relu,0.9,90,64,1.0152901411056519,0.5885666608810425,0.7680214643478394,0.7063999772071838,-0.11783331632614136,119.65498910000315
GELU,gelu,0.0,90,128,0.2699876129627228,0.9028333425521851,0.37614116072654724,0.8672000169754028,0.03563332557678223,77.9251648999998
ReLU+Drop0.1,relu,0.1,90,128,0.254972904920578,0.9073666930198669,0.3241947889328003,0.8841999769210815,0.0231667160987854,79.88227519999782
Mish,mish,0.0,90,128,0.2744803726673126,0.9010999798774719,0.3719494640827179,0.866599977016449,0.03450000286102295,86.38652329999604
ReLU+Drop0.2,relu,0.2,90,128,0.27454277873039246,0.9009333252906799,0.3251154124736786,0.8830000162124634,0.017933309078216553,79.74802210000053
ReLU+Drop0.4,relu,0.4,90,128,0.3203085958957672,0.8858000040054321,0.33713144063949585,0.8791999816894531,0.006600022315979004,80.40591799999675
ReLU+Drop0.5,relu,0.5,90,128,0.34854692220687866,0.8770166635513306,0.3474329710006714,0.8748999834060669,0.002116680145263672,80.00496969999949
ReLU+Drop0.6,relu,0.6,90,128,0.388976126909256,0.8640499711036682,0.3608360290527344,0.8695999979972839,-0.005550026893615723,80.03528730000107
ReLU+Drop0.7,relu,0.7,90,128,0.4546014964580536,0.8445833325386047,0.3858517110347748,0.8622000217437744,-0.017616689205169678,81.21565890000056
Sigmoid,sigmoid,0.0,90,256,0.524097740650177,0.8132333159446716,0.5469061732292175,0.8040000200271606,0.009233295917510986,61.87654600000678
ReLU+Drop0.8,relu,0.8,90,128,0.6303138732910156,0.776116669178009,0.47761762142181396,0.8411999940872192,-0.0650833249092102,81.19894590000331
ReLU,relu,0.0,90,256,0.2929389774799347,0.895466685295105,0.3839782774448395,0.8640000224113464,0.031466662883758545,59.079770099997404
ReLU+Drop0.9,relu,0.9,90,128,1.128623604774475,0.5466499924659729,0.884209394454956,0.6901000142097473,-0.14345002174377441,82.07252030000382
ReLU+Dropout,relu,0.3,90,256,0.3548089861869812,0.8733500242233276,0.3607378900051117,0.8718000054359436,0.0015500187873840332,66.51977959999931
GELU,gelu,0.0,90,256,0.3243338167667389,0.8846499919891357,0.42534559965133667,0.8521999716758728,0.03245002031326294,63.048894499996095
Mish,mish,0.0,90,256,0.3287084996700287,0.8837833404541016,0.4187079071998596,0.8544999957084656,0.029283344745635986,66.1760254999972
ReLU+Drop0.1,relu,0.1,90,256,0.312496542930603,0.8891833424568176,0.35573649406433105,0.8741000294685364,0.01508331298828125,66.89666649999708
ReLU+Drop0.2,relu,0.2,90,256,0.3372006416320801,0.8791833519935608,0.358211487531662,0.8718000054359436,0.0073833465576171875,66.88485729999957
ReLU+Drop0.4,relu,0.4,90,256,0.3790825605392456,0.866266667842865,0.37276333570480347,0.8682000041007996,-0.0019333362579345703,67.04728610000166
ReLU+Drop0.5,relu,0.5,90,256,0.4124065637588501,0.8568666577339172,0.3815632462501526,0.8618000149726868,-0.004933357238769531,67.20477240000037
ReLU+Drop0.6,relu,0.6,90,256,0.4511719048023224,0.8429833054542542,0.3972643315792084,0.8568000197410583,-0.0138167142868042,67.87899450000259
Sigmoid,sigmoid,0.0,90,512,0.6444069743156433,0.7652833461761475,0.6593873500823975,0.7580000162124634,0.007283329963684082,50.55163970000285
ReLU+Drop0.7,relu,0.7,90,256,0.5224868655204773,0.8229166865348816,0.42753660678863525,0.8478999733924866,-0.02498328685760498,68.04724080000597
ReLU+Drop0.8,relu,0.8,90,256,0.6675406098365784,0.7629500031471252,0.49887099862098694,0.828499972820282,-0.06554996967315674,68.11201540000184
ReLU,relu,0.0,90,512,0.3490431308746338,0.8787333369255066,0.4237459897994995,0.8550999760627747,0.023633360862731934,49.672490899996774
ReLU+Drop0.9,relu,0.9,90,256,1.229910969734192,0.4961499869823456,0.9796081781387329,0.6592000126838684,-0.16305002570152283,68.52734429999691
GELU,gelu,0.0,90,512,0.3720075786113739,0.8696666955947876,0.4444909691810608,0.8442999720573425,0.02536672353744507,53.95980449999479
ReLU+Dropout,relu,0.3,90,512,0.4202972650527954,0.8522666692733765,0.4063451588153839,0.8533999919891357,-0.0011333227157592773,57.683623299999454
Mish,mish,0.0,90,512,0.37573671340942383,0.8680333495140076,0.446788489818573,0.8439000248908997,0.02413332462310791,57.24838450000243
ReLU+Drop0.1,relu,0.1,90,512,0.3760072886943817,0.868233323097229,0.3940984010696411,0.8579999804496765,0.01023334264755249,58.13416280000092
ReLU+Drop0.2,relu,0.2,90,512,0.3987436592578888,0.8585000038146973,0.40056365728378296,0.8551999926567078,0.003300011157989502,57.83422060000157
ReLU+Drop0.4,relu,0.4,90,512,0.4451550841331482,0.8427500128746033,0.41236236691474915,0.8490999937057495,-0.00634998083114624,58.084272000000055
ReLU+Drop0.5,relu,0.5,90,512,0.481825590133667,0.8327333331108093,0.4241780638694763,0.8478000164031982,-0.015066683292388916,58.29634710000391
ReLU+Drop0.6,relu,0.6,90,512,0.5254943370819092,0.8184666633605957,0.4407447874546051,0.8406000137329102,-0.022133350372314453,58.19192610000027
Sigmoid,sigmoid,0.0,90,1024,0.8467594981193542,0.7286999821662903,0.8550323247909546,0.7189000248908997,0.009799957275390625,47.899654900000314
ReLU+Drop0.7,relu,0.7,90,512,0.6109430193901062,0.7888166904449463,0.47990137338638306,0.8281000256538391,-0.03928333520889282,58.33279279999988
ReLU+Drop0.8,relu,0.8,90,512,0.7820287942886353,0.7122833132743835,0.5799003839492798,0.7944999933242798,-0.08221668004989624,58.57724839999719
ReLU+Drop0.9,relu,0.9,90,512,1.4710404872894287,0.39826667308807373,1.2201358079910278,0.6047000288963318,-0.20643335580825806,58.88762990000396
ReLU,relu,0.0,90,1024,0.401854008436203,0.8606666922569275,0.43911412358283997,0.8454999923706055,0.015166699886322021,49.50915650000388
ReLU+Dropout,relu,0.3,90,1024,0.48317253589630127,0.8329833149909973,0.4522613286972046,0.8378999829292297,-0.004916667938232422,54.67175290000159
GELU,gelu,0.0,90,1024,0.41536879539489746,0.8549500107765198,0.47361883521080017,0.8327000141143799,0.022249996662139893,51.96597470000415
Mish,mish,0.0,90,1024,0.415976345539093,0.854449987411499,0.48452094197273254,0.8288999795913696,0.025550007820129395,54.73860109999805
ReLU+Drop0.1,relu,0.1,90,1024,0.43691545724868774,0.8472333550453186,0.4421328604221344,0.8450999855995178,0.0021333694458007812,55.53540690000227
ReLU+Drop0.2,relu,0.2,90,1024,0.46475949883461,0.8370000123977661,0.45139703154563904,0.8384000062942505,-0.001399993896484375,54.893241699996
ReLU+Drop0.4,relu,0.4,90,1024,0.5242636203765869,0.817550003528595,0.4640471637248993,0.8337000012397766,-0.01614999771118164,55.30746850000287
ReLU+Drop0.5,relu,0.5,90,1024,0.5613779425621033,0.8042666912078857,0.47727587819099426,0.8266000151634216,-0.02233332395553589,54.59161580000364
ReLU+Drop0.6,relu,0.6,90,1024,0.6226463913917542,0.7840166687965393,0.5026904344558716,0.8217999935150146,-0.03778332471847534,54.79684450000059
ReLU+Drop0.7,relu,0.7,90,1024,0.7223581671714783,0.7408333420753479,0.558512270450592,0.7985000014305115,-0.057666659355163574,54.87219589999586
ReLU+Drop0.8,relu,0.8,90,1024,0.9074583053588867,0.6571000218391418,0.6652568578720093,0.7692999839782715,-0.11219996213912964,55.52913429999899
ReLU+Drop0.9,relu,0.9,90,1024,1.5845084190368652,0.38118332624435425,1.300065517425537,0.6502000093460083,-0.26901668310165405,55.59692900000664
Sigmoid,sigmoid,0.0,90,2048,1.1898338794708252,0.6495333313941956,1.1924372911453247,0.6428999900817871,0.006633341312408447,50.06505360000301
ReLU,relu,0.0,90,2048,0.454680472612381,0.8447999954223633,0.4855988323688507,0.8294000029563904,0.0153999924659729,49.950150899996515
ReLU+Dropout,relu,0.3,90,2048,0.5692812204360962,0.8026666641235352,0.5168039798736572,0.8206999897956848,-0.018033325672149658,55.99435860000085
GELU,gelu,0.0,90,2048,0.464728444814682,0.8397833108901978,0.49905088543891907,0.8230999708175659,0.016683340072631836,53.1679429999931
Mish,mish,0.0,90,2048,0.45974868535995483,0.8433166742324829,0.4950449764728546,0.8278999924659729,0.01541668176651001,55.87790629999654
ReLU+Drop0.1,relu,0.1,90,2048,0.5059013962745667,0.8273166418075562,0.49508240818977356,0.8295999765396118,-0.002283334732055664,55.78683799999999
ReLU+Drop0.2,relu,0.2,90,2048,0.5422927737236023,0.8137333393096924,0.5066509246826172,0.8219000101089478,-0.008166670799255371,55.89096480000444
ReLU+Drop0.4,relu,0.4,90,2048,0.6263229250907898,0.784250020980835,0.5388733148574829,0.8119000196456909,-0.027649998664855957,55.63592430000426
ReLU+Drop0.5,relu,0.5,90,2048,0.6713019013404846,0.7651333212852478,0.5560951232910156,0.7986999750137329,-0.03356665372848511,55.8110458999945
ReLU+Drop0.6,relu,0.6,90,2048,0.745790421962738,0.7349500060081482,0.5882680416107178,0.7897999882698059,-0.054849982261657715,55.734011100001226
ReLU+Drop0.7,relu,0.7,90,2048,0.87978196144104,0.6746333241462708,0.6731074452400208,0.7583000063896179,-0.08366668224334717,55.83804890000465
ReLU+Drop0.8,relu,0.8,90,2048,1.10358464717865,0.5815500020980835,0.7821502089500427,0.7293000221252441,-0.14775002002716064,55.988293400005205
ReLU+Drop0.9,relu,0.9,90,2048,1.7919317483901978,0.31505000591278076,1.5671277046203613,0.5044000148773193,-0.18935000896453857,57.48327060000156
Sigmoid,sigmoid,0.0,90,4096,1.7095245122909546,0.6309000253677368,1.706633448600769,0.633400022983551,-0.002499997615814209,50.75928589999967
ReLU,relu,0.0,90,4096,0.5367578268051147,0.8210833072662354,0.5607492923736572,0.8097000122070312,0.011383295059204102,51.323542400001315
ReLU+Dropout,relu,0.3,90,4096,0.6927593946456909,0.7608500123023987,0.6106967926025391,0.7879999876022339,-0.027149975299835205,56.37680830000318
GELU,gelu,0.0,90,4096,0.5308526158332825,0.8210166692733765,0.5512253046035767,0.8116999864578247,0.009316682815551758,53.7746702000004
Mish,mish,0.0,90,4096,0.5286864638328552,0.8227999806404114,0.5532273650169373,0.8086000084877014,0.014199972152709961,56.538500799993926
ReLU+Drop0.1,relu,0.1,90,4096,0.6082768440246582,0.7927833199501038,0.5795994997024536,0.800000011920929,-0.007216691970825195,56.75235160000011
ReLU+Drop0.2,relu,0.2,90,4096,0.6433464288711548,0.7773833274841309,0.5821788311004639,0.798799991607666,-0.021416664123535156,56.434049600000435
ReLU+Drop0.4,relu,0.4,90,4096,0.7328442931175232,0.7469666600227356,0.6133184432983398,0.7857000231742859,-0.03873336315155029,56.58134140000038
ReLU+Drop0.5,relu,0.5,90,4096,0.8187891840934753,0.7131166458129883,0.6644506454467773,0.7594000101089478,-0.04628336429595947,56.32935120000184
ReLU+Drop0.6,relu,0.6,90,4096,0.9281560778617859,0.663016676902771,0.731208086013794,0.732200026512146,-0.069183349609375,56.78037709999626
ReLU+Drop0.7,relu,0.7,90,4096,1.0631133317947388,0.6078333258628845,0.7754945158958435,0.7235999703407288,-0.11576664447784424,56.63026499999978
ReLU+Drop0.8,relu,0.8,90,4096,1.4006704092025757,0.4951833188533783,1.0330932140350342,0.6970999836921692,-0.2019166648387909,57.178523399998085
ReLU+Drop0.9,relu,0.9,90,4096,2.092134475708008,0.23383332788944244,2.000791549682617,0.5406000018119812,-0.30676667392253876,57.129969800000254
Sigmoid,sigmoid,0.0,90,8192,2.0893757343292236,0.5353333353996277,2.08834171295166,0.52920001745224,0.006133317947387695,51.35191019999911
ReLU,relu,0.0,90,8192,0.6213745474815369,0.7979333400726318,0.6411028504371643,0.7906000018119812,0.007333338260650635,51.16711280000163
ReLU+Dropout,relu,0.3,90,8192,0.8239153623580933,0.7124833464622498,0.7132489085197449,0.7483000159263611,-0.03581666946411133,56.408757900004275
GELU,gelu,0.0,90,8192,0.6336833834648132,0.7931833267211914,0.6508819460868835,0.7842000126838684,0.008983314037322998,53.551001100000576
Mish,mish,0.0,90,8192,0.6286546587944031,0.7921000123023987,0.6456654071807861,0.7829999923706055,0.009100019931793213,56.156606600001396
ReLU+Drop0.1,relu,0.1,90,8192,0.6984835863113403,0.7631333470344543,0.6578895449638367,0.7773000001907349,-0.014166653156280518,56.390961499993864
ReLU+Drop0.2,relu,0.2,90,8192,0.7666782736778259,0.7347000241279602,0.6881834864616394,0.763700008392334,-0.02899998426437378,56.059976199998346
ReLU+Drop0.4,relu,0.4,90,8192,0.8852124214172363,0.6877666711807251,0.7341229319572449,0.7354999780654907,-0.047733306884765625,55.8377851999976
ReLU+Drop0.5,relu,0.5,90,8192,0.9665547609329224,0.6500499844551086,0.774566113948822,0.7143999934196472,-0.06435000896453857,56.30493900000147
ReLU+Drop0.6,relu,0.6,90,8192,1.0974688529968262,0.6036999821662903,0.8296251893043518,0.6854000091552734,-0.08170002698898315,55.65457620000234
ReLU+Drop0.7,relu,0.7,90,8192,1.3107775449752808,0.519016683101654,0.9636397361755371,0.6868000030517578,-0.16778331995010376,55.81736980000278
ReLU+Drop0.8,relu,0.8,90,8192,1.6460776329040527,0.40496665239334106,1.2963913679122925,0.6592000126838684,-0.25423336029052734,56.226937100000214
Sigmoid,sigmoid,0.0,90,16384,2.205246925354004,0.57423335313797,2.2047653198242188,0.5745999813079834,-0.00036662817001342773,51.02238309999666
ReLU+Drop0.9,relu,0.9,90,8192,2.263512134552002,0.14086666703224182,2.24434757232666,0.41819998621940613,-0.2773333191871643,55.679920599999605
ReLU,relu,0.0,90,16384,0.7716649770736694,0.7500333189964294,0.7885162830352783,0.7401000261306763,0.009933292865753174,51.16437690000021
ReLU+Dropout,relu,0.3,90,16384,1.0123090744018555,0.6428499817848206,0.8640961647033691,0.6963000297546387,-0.053450047969818115,55.91953939999803
GELU,gelu,0.0,90,16384,0.7823627591133118,0.7532333135604858,0.7931676506996155,0.741599977016449,0.011633336544036865,54.15036549999786
Mish,mish,0.0,90,16384,0.760685920715332,0.7566999793052673,0.7757106423377991,0.7448999881744385,0.011799991130828857,56.23360999999568
ReLU+Drop0.1,relu,0.1,90,16384,0.842072606086731,0.713283360004425,0.7879339456558228,0.7336999773979187,-0.020416617393493652,55.784577399994305
ReLU+Drop0.2,relu,0.2,90,16384,0.941929042339325,0.6734333038330078,0.8400490283966064,0.7005000114440918,-0.027066707611083984,55.95100839999941
ReLU+Drop0.4,relu,0.4,90,16384,1.0914338827133179,0.6187166571617126,0.8893275260925293,0.6922000050544739,-0.07348334789276123,56.1738028999971
ReLU+Drop0.5,relu,0.5,90,16384,1.1988661289215088,0.5755000114440918,0.9527665972709656,0.6926000118255615,-0.11710000038146973,55.077325300000666
ReLU+Drop0.6,relu,0.6,90,16384,1.3944060802459717,0.4992166757583618,1.0807886123657227,0.6636999845504761,-0.16448330879211426,51.76963219999743
